id_customer,productCode,name_product,category,purchase_date,description,quantity_of_product,price,order_id,image
8688aaf9-40c1-4624-872d-da55c4409409,782908AADDY9589,حقيبة كتف باكت صغيرة جداً,HANDBAGS,3/29/2025,صُنعت حقيبة كتف باكت صغيرة الحجم جداً هذه من الجلد باللون العاجي. يُعتبر هذا الإكسسوار مزيجاً مثالياً بين فعالية الوظائف والطابع العصري بفضل التصميم مع الإغلاق بخطاف وحزام كتف على شكل شريط ويب.,2,2500,11,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1708020053/782908_AADDY_9589_001_079_0000_Light.jpg
8688aaf9-40c1-4624-872d-da55c4409409,802025FADUN1141,حافظة جواز سفر بنقش GG,MENS SMLG,7/18/2020,"للمجموعات الأخيرة، يستمر شعار GG بالعودة إلى الواجهة مع طابع مختلف عصري. يتم تقديم حافظة جواز السفر هذه بكانفاس Supreme باللون الرمادي الداكن، وهي تتميّز بالمونوغرام الاستثنائي بتأثير بصري لخلق حس بالحجم الكبير.",3,385,12,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717606939/802025_FADUN_1141_001_080_0000_Light.jpg
1912f7d0-e039-484b-ab8f-6c64b7cd0913,772624B8B008212,صندل مفتوح من الخلف بشعار G المزدوج للنساء,WOMENS SHOES,5/4/2022,"سُميّت مجموعة Gucci Nojum تيمناً بكلمة ""Nojum""، أي ""النجوم"" بالعربية. وتقدّم المجموعة باقةً أنيقة من التصاميم المميّزة التي صُمّمت احتفالاً بسماء الليل الجميلة مع العناصر المعدنية والتفاصيل البرّاقة ومجموعة من الألوان المُرهفة. وفي هذا التصميم، يزيّن جلد باللون النحاسي هذا الصندل المفتوح من الخلف بشعار G المزدوج من الكريستال.",4,750,13,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1698081332/772624_B8B00_8212_001_095_0000_Light.jpg
1912f7d0-e039-484b-ab8f-6c64b7cd0913,4565204B0021000,ربطة عنق من الحرير بنمط GG,MENS SILK ACC,2/28/2024,,1,240,14,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1466515813/456520_4B002_1000_001_100_0000_Light.jpg
1912f7d0-e039-484b-ab8f-6c64b7cd0913,503877FAC8G5701,حقيبة كتف Ophidia صغيرة الحجم بنقش GG,HANDBAGS,2/22/2020,"من خلال تسليط الضوء على شعار GG، وهو أحد أكثر رموز الدار تميّزاً، يستمر عالم Ophidia في التطوّر، مستخدماً أقمشةً جديدة موسم بعد موسم. تتميّز حقيبة الكتف الصغيرة هذه بقماش الجينز بنقش GG باللون البيج الفاتح، مع تقليم من الجلد والقطعة المعدنية لشعار G المزدوج.",2,1640,15,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1704701762/503877_FAC8G_5701_001_100_0000_Light.jpg
1912f7d0-e039-484b-ab8f-6c64b7cd0913,771002AACXF1000,حقيبة قماشية كبيرة بنقش GG,TRAVEL,1/27/2024,"صُنعت هذه الحقيبة القماشية الكلاسيكية من الجلد المخرّم الذي يُضفي قواماً وعمقاً على التصميم. ويظهر هنا شعار GG المستوحى من شعار غوتشي المُعيّني الشكل الذي يعود إلى الثلاثينيات على كامل القاعدة باللون الأسود، مما يُعزز طابع الشعار المُرهف لهذا الإكسسوار العصري.",1,5200,16,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1694537148/771002_AACXF_1000_001_100_0000_Light.jpg
1912f7d0-e039-484b-ab8f-6c64b7cd0913,786426AADIU2106,حذاء لوفرز بنقش GG مع Horsebit للرجال,MENS SHOES,3/22/2020,"تسلّط تشكيلات ما قبل الخريف الضوء على تصاميم أساسية مع تفاصيل غنية بالرموز. صُنع هذا التصميم المفتوح من الخلف للرجال من الجلد بنقش GG باللون البني، مع توقيع الدار، مما يسلّط الضوء على قطعة Horsebit المعدنية.",1,1100,17,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1707845549/786426_AADIU_2106_001_100_0000_Light.jpg
f02cf915-ada5-49d0-a340-0d2f55530eff,446744DTDIT9022,حقيبة جي جي مارمونت صغيرة جداً من الجلد المبطن,HANDBAGS,1/4/2024,"تتميّز حقيبة كتف جي جي مارمونت الصغيرة ذات سلسلة بشكل هيكلي ناعم وقفل ذو غطاء مزدوج ضخم مع مشبك G مزدوج. يمكن استعمال حزام الكتف المسلسل المتحوّل بطرق متعددة، لحملها كحقيبة كتف أو كحقيبة مع مقبض علوي. وهي مصنوعة من جلد مبطن بتصميم شيفرون مع قلب على الجهة الخلفية.",1,2450,18,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1659974412/446744_DTDIT_9022_001_055_0000_Light.jpg
f02cf915-ada5-49d0-a340-0d2f55530eff,702389J85405702,سوار مرصع بحبوب الألماس عيار 18 قيراطاً من مجموعة Flora,FINE JEWELRY,10/12/2020,"تستخدم مجموعة Gucci Flora أصول تسميتها لتقديم تشكيلة من القطع المستوحاة من عالم النباتات. تظهر التفاصيل المُزهرة المصنوعة من الذهب الوردي والمُعززة بحبوب الألماس إلى جانب شعار G المزدوج الرمزي، مما يميّز هذا السوار بطابع رومانسي.",2,2600,19,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1647540969/702389_J8540_5702_001_100_0000_Light.jpg
f02cf915-ada5-49d0-a340-0d2f55530eff,79525896IWG8745,حقيبة أوفيديا متوسطة الحجم ذات مقبض علوي,HANDBAGS,9/28/2024,يستمر عالم Ophidia بالتطوّر مع نسخ معدّلة جديدة لمجموعة ما قبل الخريف. صُنعت حقيبة المقبض العلوي هذه بالحجم المتوسط من كانفاس GG Supreme باللونين البيج والأبنوس وتتميّز بحزام كتف قابل للفصل. وتكتمل القطعة بشريط ويب الأيقوني والقطعة المعدنية لشعار G المزدوج من الدار.,4,2790,20,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1708966827/795258_96IWG_8745_001_078_0000_Light.jpg
f02cf915-ada5-49d0-a340-0d2f55530eff,716893ZAKIT1000,جاكيت رسمي من الصوف والحرير المزيّن بحلية Horsebit,MENS RTW,9/9/2023,تساعد التصاميم الكلاسيكية المُعاد تفسيرها بطابع عصري في بلورة الفكرة وراء مجموعة غوتشي الأخيرة. يتميّز هذا الجاكيت المصنوع من الصوف والحرير باللون الأسود بتصميم Horsebit مُرهف محبوك.,3,3900,21,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1686236468/716893_ZAKIT_1000_001_100_0000_Light.jpg
b4578381-2299-4c35-8161-a0997f10f9a4,795286AABXM1000,محفظة نقود معدنية مزيّنة بشعار Gucci,MENS SMLG,4/17/2022,"تتميّز البضائع الجلدية الصغيرة والرفيعة من المجموعات الأخيرة بظلال مميّزة وتُبرز شعار Gucci. صُنعت محفظة النقود المعدنية هذه مع ست فتحات للبطاقات من الجلد باللون الأسود، وتكتمل بتفصيل أحرف.",3,550,22,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1712253713/795286_AABXM_1000_001_090_0000_Light.jpg
b4578381-2299-4c35-8161-a0997f10f9a4,7902094E0094900,ربطة عنق من الحرير مزيّنة بشعار Gucci على كامل القماش,MENS SILK ACC,6/29/2023,يُعاد استخدام رموز الدار الحصرية والأنماط الراقية وتفسيرها بمنظور جديد بطرق عصرية لمجموعة ما قبل الخريف. يظهر اسم Gucci في هذا التصميم كتفصيل جاكارد على كامل القماش من قاعدة مصنوعة من الحرير باللون الأزرق الفاتح الموحّد.,3,240,23,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1708364783/790209_4E009_4900_001_100_0000_Light.jpg
52de49aa-6d6b-44c6-b190-b4f52d5cc0b8,797291J16911012,نظارات شمسية بتصميم عيون القطة,EYEWEAR,12/30/2024,"تجمع مجموعة ما قبل الخريف 2024 للنظارات بنجاح ما بين التصاميم التي كانت رائجة في العقود المنصرمة وطابع الشعار العصري. وفي هذا التصميم، يتم تنسيق إطار مصنوع بتقنية الحقن باللون الأسود اللامع مع شعار G مربع.",1,405,24,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717172202/797291_J1691_1012_001_100_0000_Light.jpg
52de49aa-6d6b-44c6-b190-b4f52d5cc0b8,796191J85405702,خاتم Horsebit عريض عيار 18 قيراطاً مرصع بالألماس,FINE JEWELRY,4/10/2021,تحتفل غوتشي بالعيد العشرين لمجموعة مجوهرات Horsebit المميّزة مع قطع كلاسيكية وأيقونية مصنوعة من الذهب الوردي عيار 18 قيراطاً مع الألماس. يزدان خاتم Horsebit العريض هذا بألماسة برّاقة باللون الأبيض في الوسط.,1,1950,25,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713543378/796191_J8540_5702_001_100_0000_Light.jpg
52de49aa-6d6b-44c6-b190-b4f52d5cc0b8,795282AADWH8647,حقيبة اليد الواسعة Gucci Jackie متوسطة الحجم,HANDBAGS,10/5/2020,"تُعتبر حقيبة اليد الواسعة متوسطة الحجم هذه الإضافة الأحدث إلى مجموعة Jackie، التي تشعّ أناقةً وسحراً. يتميّز الجلد عالي الجودة باللون الرمادي الداكن والألوان المتعددة بملمس حبيبي متميّز، ويزدان بطبعة GG بتأثير بصري. تسع الحقيبة كل أغراضك اليومية الأساسية، وهي مثالية بفضل حزام الكتف القابل للفصل والتعديل وتصميم المقبض العلوي وإغلاق الخطاف المميّز.",4,3880,26,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717434939/795282_AADWH_8647_001_092_0000_Light.jpg
52de49aa-6d6b-44c6-b190-b4f52d5cc0b8,771619XJF521155,جاكيت بسحّاب بنقش GG ضخم مع شريط ويب,MENS RTW,10/12/2020,"ترحيباً بالأيام الأكثر دفئاً، تقدّم مجموعة Cruise 2024 الرجالية قطع الملابس الرياضية أكثر والمزيّنة بطبعات نابضة بالحياة. يستمر شريط ويب في إضفاء لمسة أرشيفية، في حين تعبّر تفاصيل الشعار عن الأسلوب العصري الجريء. صُنع هذا الجاكيت بسحّاب من الكانفاس بشعار GG ضخم ويقترن بتفصيل شريط ويب مبطن باللونين الأحمر والأخضر.",3,2650,27,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1698774449/771619_XJF52_1155_001_100_0000_Light.jpg
67435db7-4e7e-4d7c-855f-5e31f7bbfa10,722178FAAX58562,حقيبة سفر كبيرة الحجم من Gucci Savoy,TRAVEL,12/26/2023,"يشكّل هذا المنتج جزءاً من مجموعة Gucci Savoy، وهي تشكيلة من القطع المخصصة للسفر تكرّم بدايات غوتشيو غوتشي Guccio Gucci كحامل حقائب في فندق London. ترمز حقيبة السفر الصلبة إلى نشوء السفر العصري، وهي مناسبة لأي شخص يريد حمل أمتعته عن قرب أو عن بُعد. في هذا التصميم يُعاد تقديم الحقيبة الكلاسيكية بالحجم الكبير من خلال عدسة غوتشي، وهي مصنوعة من كانفاس GG Supreme باللونين البيج والأزرق وتكتمل بشريط ويب باللونين الأزرق والأحمر.",1,5540,28,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1666022434/722178_FAAX5_8562_001_100_0000_Light.jpg
67435db7-4e7e-4d7c-855f-5e31f7bbfa10,810229AAD5V1060,حقيبة الكتف Gucci Jackie 1961 متوسطة الحجم,HANDBAGS,7/17/2024,"في مجموعة خريف وشتاء 2024، تتميّز حقيبة الكتف Gucci Jackie 1961 المزوّدة بإغلاق جديد بمكبس بلمسات نهائية باللون الذهبي الفاتح بجلد فاخر باللون الأسود، مما يسلّط الضوء على المهارة الحِرَفية والشكل الهلالي والتصميم الأنيق لحقيبة اليد الأيقونية من الدار. تأتي هذه الحقيبة بالحجم المتوسط بحزام بنقش شريط ويب باللونين الأخضر والأحمر لتوفير خيارات تنسيق مختلفة.",1,3900,29,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1718039046/810229_AAD5V_1060_001_085_0000_Light.jpg
67435db7-4e7e-4d7c-855f-5e31f7bbfa10,434524J85029000,سوار عيار 18 قيراطاً من مجموعة Icon,FINE JEWELRY,8/19/2023,"يتميّز السوار من مجموعة Icon المصنوع من الذهب الأبيض عيار 18 قيراطاً بنقش شعارات G المتشابكة الرمزية. يتألف هذا التصميم من الأحرف الأولى لاسم مؤسس الدار غوتشيو غوتشي Guccio Gucci، ويكرّم الرمز المميّز إرث العلامة التجارية.",1,2210,30,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1585575903/434524_J8502_9000_001_100_0000_Light.jpg
c8f64d0d-60ad-451b-a8aa-5a850192c779,772370ZAHGE3303,بلوزة من المخمل بنقش GG,WOMENS RTW,5/6/2020,"تتميّز مجموعة Cruise 2024 بمزيج من التصاميم الكلاسيكية والتفاصيل غير المتوقعة. وفي هذا التصميم، يتم تقديم مونوغرام الدار التاريخي على قاعدة من المخمل الناعم، مما يُضفي لمسةً عصرية على البنية الانسيابية.",1,1100,31,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1696581064/772370_ZAHGE_3303_001_100_0000_Light.jpg
c8f64d0d-60ad-451b-a8aa-5a850192c779,788991ZAQRU1000,طقم قميص وصدرية من جاكارد الحرير بشعار Gucci,WOMENS RTW,4/22/2024,تسلّط تشكيلات ما قبل الخريف الضوء على تصاميم أساسية مع تفاصيل غنية بالرموز يمكن أن ترافقنا وتنتقل معنا من النهار إلى الليل. يكشف هذا القميص الأنيق عن تصميم مريح يتم تقديمه بجاكارد الحرير المزيّن بشعار Gucci. توفّر الصدرية التي يمكن فصلها وربطها يدوياً ركيزةً أحادية اللون تناسب كل الإطلالات.,3,1850,32,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709891132/788991_ZAQRU_1000_001_100_0000_Light.jpg
4f80250c-3966-4df2-a531-846a36c73ea4,795078XJGRJ1043,جاكيت مزوّد بسحّاب من الجيرسي التقني,MENS RTW,1/24/2021,يعلن اللون الأسود انطلاق موسم ما قبل الخريف بأجوائه الاستثنائية وذلك من خلال أطقم أنيقة تكشف عن تركيبات داخلية معقدة وتفاصيل مرهفة خلف مساحة تبدو متجهمة وكئيبة على عكس حقيقتها. يتم تقديم هذا الجاكيت المزوّد بسحّاب بالقَصّة العادية بجيرسي تقني باللون الأسود ويزدان بتطريز شعار Gucci وتقليم مضلّع ومقلّم.,3,950,33,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713457922/795078_XJGRJ_1043_001_100_0000_Light.jpg
4f80250c-3966-4df2-a531-846a36c73ea4,739498AABXM1000,محفظة متوسطة الحجم بشعار G المزدوج مع بامبو,WOMENS SMLG,6/7/2025,"تتميّز هذه المحفظة المتوسطة الحجم بالجلد باللون الأسود بإغلاق بسحّاب من البامبو، تكريماً لمادة من قلب إرث غوتشي. صُمّم الإكسسوار بفتحات داخلية كثيرة وجيب بسحّاب، وهو يكتمل بالقطعة المعدنية لمونوغرام G المزدوج باللون الذهبي على الإغلاق المزوّد بزر بكبسة.",3,650,34,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1675102614/739498_AABXM_1000_001_080_0000_Light.jpg
4f80250c-3966-4df2-a531-846a36c73ea4,773397XKDUT2184,بلوزة من الكشمير مع شعار G المتشابك,WOMENS RTW,1/31/2021,تمتزج الألوان الترابية والظلال الباهتة باللون البيج مع اللمسات النابضة بالألوان تمهيداً لحلول الموسم الجديد. صُنعت هذه البلوزة الأنيقة بدون أكمام من الكشمير الفاخر المزيّن بتقليمات مائلة لشعار G المتشابك مع ملصق مرصّع بأحجار الكريستال.,1,1700,35,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1700243183/773397_XKDUT_2184_001_100_0000_Light.jpg
4f80250c-3966-4df2-a531-846a36c73ea4,733391J16961023,نظارات شمسية بإطار أفياتور,EYEWEAR,6/4/2023,تستمر غوتشي في إعادة تخيّل الإكسسوارات اليومية بطرق جديدة. تتميّز النظارات الشمسية أفياتور بإطار وذراعين بتقنية الحقن باللون الأسود وتتعزّز أكثر بعد من خلال أحرف شعار الدار. يكتمل التصميم بعدستَين باللون البني الداكن.,4,340,36,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1663691430/733391_J1696_1023_001_100_0000_Light.jpg
4f80250c-3966-4df2-a531-846a36c73ea4,778276J07402323,نظارات شمسية بإطار مستطيل,EYEWEAR,8/10/2022,"تُضفي الأطر المستطيلة الأنيقة لمسةً مبتكرة على التصاميم على أنواعها، ويضيف الشكل المنحوت لهذه الأطر المصنوعة من الأسيتات بنقش صدفة ظهر السلحفاة الداكن جاذباً مرئياً على التصميم. يزدان الذراعان العريضان بمسمارَين صغيرين من المعدن، ويكتملان بعدستَين باللون البني الموحّد.",2,565,37,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1689786145/778276_J0740_2323_001_100_0000_Light.jpg
47b35fdb-5142-4d11-b1f0-fd7327be5b33,765859AADQ41000,حذاء درايفر مع حلية Horsebit للرجال,MENS SHOES,1/18/2024,"في إشارة إلى ماضي الدار المتأصل في عالم الفروسية، تحوّلت حلية Horsebit إلى رمز تاريخي على مدى السنوات. وفي هذه النسخة، يزيّن الرمز حذاء درايفر هذا المصنوع من الجلد.",3,970,38,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710785712/765859_AADQ4_1000_001_100_0000_Light.jpg
47b35fdb-5142-4d11-b1f0-fd7327be5b33,7443944E2174066,ربطة عنق من جاكارد الحرير بنقش GG,MENS SILK ACC,7/31/2020,"ويعود هورسبيت الذي يمثل رمزاً مترسخاً لتراث غوتشي إلى حقبة الخمسينيات. بوحي من إرث الدار المتأصل في الفروسية، تتميّز ربطة العنق هذه المصنوعة من الحرير بتطريز بنقش Horsebit.",1,240,39,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1678490261/744394_4E217_4066_001_100_0000_Light.jpg
47b35fdb-5142-4d11-b1f0-fd7327be5b33,779241FAC188742,حذاء Princetown مفتوح للنساء,WOMENS SHOES,1/30/2021,تسلّط أحذية غوتشي المميّزة للنساء الضوء على شعار مذهل. وتشكّل الأحرف الأولى من اسم مؤسس الدار جزءاً من تصميم جاكارد يظهر على كامل القماش مع نمط هندسي لشعار GG. يعرض حذاء Princetown المفتوح من الخلف هذا التصميم بتركيبة من اللونين العاجي والأخضر.,4,655,40,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1699462923/779241_FAC18_8742_001_100_0000_Light.jpg
000bde0c-91be-4c1d-8239-dee89752d071,756598XJFV73754,بنطال من قطن جيرسي,WOMENS RTW,10/9/2020,"بأسلوب رياضي ووريترو في آن، تعبّر غوتشي عن ملابس الأنشطة الرياضية مع شعار G المتشابك في المجموعة الجديدة. يزيّن الشعار المبسّط والمتميّز بلمسة من الحنين هذا البنطال المصنوع من قطن جيرسي باللون الأخضر الجريء، والذي يعكس طابع الفخامة في الوقت ذاته.",3,1350,41,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1682698518/756598_XJFV7_3754_001_100_0000_Light.jpg
000bde0c-91be-4c1d-8239-dee89752d071,784414XJGQR1043,سويت شيرت مزوّد بقلنسوة بطبعة رموز غوتشي,MENS RTW,9/25/2022,يُعاد استخدام رموز الدار الحصرية والأنماط الراقية وتفسيرها بمنظور جديد بطرق عصرية لمجموعة ما قبل الخريف. يتميّز هذا السويت شيرت بالقَصّة الفضفاضة المزوّد بقلنسوة والمصنوع من قطن جيرسي مبطن وثقيل الوزن برموز غوتشي الحصرية والممزوجة بعناصر من عالم الحيوانات والنباتات.,4,1950,42,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1714488328/784414_XJGQR_1043_001_100_0000_Light.jpg
000bde0c-91be-4c1d-8239-dee89752d071,771575FACVP8446,صندل للنساء مزيّن بشعار G المزدوج,WOMENS SHOES,9/9/2024,"يُضفي هذا الصندل المسطّح لمسةً عصرية ورياضية، ويتميّز بأحزمة فيلكرو التي تسهّل انتعاله طوال اليوم. صُنع الإكسسوار من قماش الجينز بنقش GG باللونين الأسود الرمادي، ويتميّز بقطعة شعار G المزدوج الأنيقة على الحزام العلوي.",2,750,43,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1696266065/771575_FACVP_8446_001_100_0000_Light.jpg
3dc5b70f-126c-4636-9278-2b1c8bd33b63,776566XDCUB4447,فستان من قماش الجينز العضوي مع حلية Horsebit,WOMENS RTW,5/22/2024,"صُنع هذا الفستان من قماش الجينز العضوي باللون الأزرق، وهو يتميّز بجيبَين أماميين مع تفصيل Horsebit. وتستكشف الدار تعديلات جديدة على القماش الشائع، معيدةً ابتكاره مع تصاميم مختلفة وتقنيات تعتيق من شأنها أن تمحو الحد الفاصل بين أسلوب الفينتاج والأسلوب العصري.",3,2800,44,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1700243245/776566_XDCUB_4447_001_100_0000_Light.jpg
3dc5b70f-126c-4636-9278-2b1c8bd33b63,717469XKCQX1127,كارديغان من الصوف والموهير بنقش GG,WOMENS RTW,5/14/2020,"يعود نقش GG في نُسخ جديدة، منها الأقمشة اللاميه وأقمشة تويد بوكليه المُرهفة المصنوعة من مواد فاخرة وباستخدام عناصر تزيينية بالترتر. فضلاً عن نسخة جريئة عن المونوغرام الرمزي، يجمع هذا الكارديغان بين قماش الصوف والموهير وتفاصيل الشراريب.",3,3600,45,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1665644426/717469_XKCQX_1127_001_100_0000_Light.jpg
